Id,Action
619,1.0
620,0.937
621,0.997
622,0.9755
623,0.976
624,0.5485
625,0.9855
626,1.0
627,0.997
628,0.995
629,0.9795
630,1.0
631,0.996
632,0.9745
633,1.0
634,0.998
635,0.9715
636,0.991
637,0.9975
638,0.994
639,0.9715
640,0.9995
641,0.9965
642,0.989
643,0.995
644,0.976
645,0.9815
646,0.8665
647,0.9625
648,0.9655
649,0.9935
650,0.9825
651,0.9655
652,1.0
653,0.75
654,0.99
655,0.922
656,0.999
657,0.9865
658,0.995
659,0.979
660,0.9945
661,0.954
662,0.9595
663,0.998
664,0.991
665,0.9895
666,0.425
667,0.851
668,0.9995
669,0.97
670,0.6695
671,0.8935
672,0.8345
673,0.3885
674,0.9835
675,0.973
676,0.9685
677,0.822
678,0.999
679,0.9985
680,0.98
681,0.5235
682,0.6215
683,0.997
684,0.9745
685,0.9905
686,0.9815
687,0.995
688,0.9965
689,0.996
690,0.9955
691,0.9895
692,0.9915
693,0.505
694,0.997
695,0.999
696,0.9655
697,0.9875
698,0.9975
699,0.9745
700,0.9885
701,0.9755
702,0.9945
703,0.9935
704,0.969
705,0.987
706,0.9725
707,0.542
708,0.9995
709,0.974
710,0.996
711,0.617
712,0.995
713,1.0
714,0.9985
715,0.9945
716,0.971
717,0.9945
718,0.987
719,0.9945
720,0.992
721,0.9785
722,0.9835
723,0.993
724,0.9845
725,0.9995
726,0.995
727,0.986
728,0.998
729,0.9885
730,0.953
731,0.9395
732,1.0
733,0.993
734,0.995
735,0.935
736,0.772
737,0.999
738,0.992
739,0.9995
740,0.9935
741,0.999
742,0.9625
743,0.9995
744,0.9955
745,0.9995
746,0.9995
747,0.9975
748,0.996
749,0.9995
750,0.995
751,0.9855
752,0.999
753,0.998
754,0.9995
755,0.996
756,0.885
757,0.9835
758,0.99
759,0.9925
760,0.992
761,0.9905
762,0.9885
763,0.8035
764,0.9985
765,0.992
766,0.9995
767,0.874
768,0.9995
769,0.967
770,0.987
771,0.992
772,0.994
773,0.9895
774,0.989
775,0.999
776,0.635
777,1.0
778,0.9875
779,0.976
780,0.995
781,0.9165
782,0.9995
783,0.9595
784,0.9985
785,0.9625
786,0.9975
787,0.991
788,0.978
789,0.9945
790,0.933
791,0.981
792,1.0
793,0.962
794,0.944
795,0.9915
796,0.9935
797,0.9935
798,0.997
799,0.9565
800,0.9975
801,0.9975
802,0.999
803,0.9865
804,0.981
805,0.9965
806,0.9955
807,0.792
808,0.9375
809,0.99
810,0.9995
811,0.965
812,0.417
813,0.9985
814,0.956
815,0.3905
816,0.9995
817,0.996
818,0.99
819,0.997
820,0.9965
821,0.914
822,0.9955
823,0.999
824,0.999
825,0.9925
826,0.9255
827,1.0
828,0.9645
829,0.9545
830,0.999
831,0.9935
832,0.982
833,0.984
834,0.993
835,0.9975
836,0.988
837,0.945
838,0.994
839,0.9515
840,0.9545
841,0.998
842,1.0
843,0.9975
844,0.997
845,0.9975
846,0.9985
847,0.999
848,0.998
849,0.999
850,0.8795
851,0.998
852,0.997
853,0.989
854,0.661
855,0.9815
856,0.9995
857,0.9865
858,0.963
859,0.9995
860,0.9975
861,0.999
862,0.9515
863,0.999
864,0.962
865,0.891
866,0.988
867,0.999
868,0.995
869,0.9965
870,0.999
871,0.9705
872,0.92
873,0.9945
874,0.9805
875,0.9995
876,0.9955
877,0.968
878,0.972
879,0.9935
880,0.982
881,0.97
882,0.991
883,0.9985
884,0.904
885,0.99
886,0.998
887,0.9945
888,0.9995
889,0.9945
890,1.0
891,1.0
892,0.929
893,0.7465
894,0.997
895,0.996
896,0.9985
897,0.329
898,0.975
899,0.9635
900,1.0
901,0.9985
902,0.9905
903,0.9925
904,1.0
905,0.9975
906,0.9945
907,0.9985
908,1.0
909,0.9295
910,0.97
911,0.966
912,0.9955
913,1.0
914,0.9975
915,0.9985
916,0.991
917,1.0
918,0.995
919,0.999
920,0.9995
921,0.9895
922,1.0
923,0.9815
924,0.9895
925,0.954
926,1.0
927,0.9985
928,0.996
929,0.9635
930,1.0
931,0.988
932,0.9785
933,0.947
934,0.9695
935,0.999
936,0.7155
937,0.999
938,0.987
939,0.99
940,0.9995
941,0.9985
942,0.988
943,0.2885
944,1.0
945,0.936
946,0.952
947,0.9895
948,0.9695
949,0.996
950,1.0
951,0.999
952,0.8955
953,0.9945
954,0.996
955,0.993
956,0.4005
957,0.979
958,0.995
959,0.713
960,0.886
961,0.928
962,0.9925
963,1.0
964,0.998
965,0.982
966,0.9615
967,0.98
968,0.981
969,0.998
970,0.9875
971,0.9785
972,1.0
973,0.9825
974,0.9985
975,0.999
976,0.992
977,0.983
978,0.9825
979,0.995
980,0.4305
981,0.998
982,0.998
983,1.0
984,0.334
985,0.937
986,0.985
987,1.0
988,0.9955
989,0.9875
990,0.2215
991,0.1325
992,0.9485
993,1.0
994,0.998
995,0.9815
996,0.998
997,0.6315
998,0.993
999,0.998
1000,0.9915
1001,0.8895
1002,0.933
1003,0.9995
1004,0.999
1005,0.995
1006,0.9805
1007,0.9865
1008,0.9995
1009,0.9965
1010,0.999
1011,1.0
1012,0.9965
1013,0.9875
1014,0.9965
1015,0.97
1016,0.9975
1017,0.132
1018,0.9975
1019,0.9935
1020,0.9965
1021,1.0
1022,0.9615
1023,0.9965
1024,0.999
1025,0.9945
1026,0.9695
1027,0.994
1028,1.0
1029,0.9985
1030,0.996
1031,0.989
1032,1.0
1033,1.0
1034,0.9685
1035,0.9975
1036,0.999
1037,0.993
1038,0.9835
1039,0.9875
1040,0.9885
1041,0.999
1042,0.9805
1043,0.084
1044,0.731
1045,0.902
1046,0.9935
1047,0.909
1048,0.9745
1049,0.1785
1050,0.999
1051,0.9995
1052,0.998
1053,0.999
1054,0.96
1055,0.9655
1056,0.9955
1057,0.8845
1058,0.9935
1059,0.9945
1060,0.988
1061,0.9965
1062,0.971
1063,0.9915
1064,0.9925
1065,0.999
1066,1.0
1067,0.9965
1068,0.991
1069,0.9395
1070,0.9955
1071,0.326
1072,0.9995
1073,0.858
1074,0.9995
1075,1.0
1076,0.9935
1077,0.9965
1078,0.9915
1079,0.999
1080,0.97
1081,0.9965
1082,0.9995
1083,0.996
1084,0.998
1085,0.9435
1086,1.0
1087,0.9975
1088,0.951
1089,0.984
1090,1.0
1091,0.978
1092,0.9985
1093,0.996
1094,0.9925
1095,1.0
1096,0.9885
1097,0.9965
1098,0.994
1099,0.9985
1100,0.9325
1101,0.936
1102,0.8945
1103,0.996
1104,0.995
1105,0.9985
1106,0.9995
1107,0.9935
1108,0.9985
1109,0.9995
1110,0.9925
1111,1.0
1112,0.999
1113,0.9995
1114,0.866
1115,0.988
1116,0.9935
1117,0.9795
1118,0.9755
1119,0.9695
1120,0.9835
1121,0.998
1122,0.3805
1123,0.968
1124,0.938
1125,0.9985
1126,0.993
1127,0.999
1128,0.999
1129,0.9985
1130,0.996
1131,0.989
1132,0.9865
1133,0.9695
1134,0.9995
1135,0.7265
1136,0.972
1137,0.972
1138,1.0
1139,0.9935
1140,0.8405
1141,0.966
1142,0.9885
1143,0.955
1144,0.9855
1145,0.9985
1146,0.9995
1147,0.998
1148,0.903
1149,0.994
1150,0.984
1151,0.9985
1152,0.991
1153,0.988
1154,0.961
1155,1.0
1156,0.976
1157,0.9955
1158,0.995
1159,1.0
1160,0.9895
1161,0.924
1162,0.9975
1163,0.9765
1164,0.9875
1165,1.0
1166,0.9955
1167,0.999
1168,0.831
1169,0.9455
1170,1.0
1171,1.0
1172,0.9935
1173,0.9945
1174,0.5645
1175,1.0
1176,0.9925
1177,0.986
1178,0.991
1179,0.9975
1180,0.414
1181,0.876
1182,0.938
1183,0.9735
1184,0.9925
1185,0.9985
1186,0.996
1187,0.987
1188,0.6265
1189,1.0
1190,0.9945
1191,0.9975
1192,0.973
1193,0.997
1194,0.9695
1195,0.9525
1196,0.993
1197,0.998
1198,0.9555
1199,0.997
1200,0.9995
1201,0.9735
1202,0.999
1203,0.9985
1204,0.9995
1205,0.983
1206,0.9955
1207,0.862
1208,0.997
1209,0.323
1210,0.955
1211,0.9815
1212,0.995
1213,0.9685
1214,0.9935
1215,0.996
1216,0.96
1217,0.9885
1218,0.931
1219,0.949
1220,0.931
1221,0.998
1222,0.892
1223,0.9825
1224,0.442
1225,0.9965
1226,0.9895
1227,1.0
1228,0.976
1229,0.999
1230,1.0
1231,1.0
1232,0.981
1233,0.9955
1234,0.996
1235,0.9995
1236,0.993
1237,0.9975
1238,0.997
1239,0.9985
1240,0.973
1241,0.885
1242,0.9945
1243,0.993
1244,0.998
1245,0.997
1246,0.762
1247,0.878
1248,1.0
1249,0.9525
1250,0.999
1251,0.9705
1252,0.933
1253,1.0
1254,0.9975
1255,0.9995
1256,1.0
1257,0.9955
1258,0.99
1259,0.995
1260,0.9925
1261,0.9725
1262,0.997
1263,0.987
1264,0.977
1265,0.988
1266,0.9705
1267,0.9985
1268,0.971
1269,0.998
1270,0.994
1271,0.9985
1272,0.995
1273,0.971
1274,0.9815
1275,1.0
1276,0.994
1277,1.0
1278,0.988
1279,0.999
1280,0.8925
1281,0.9955
1282,0.9945
1283,0.9955
1284,0.984
1285,0.9855
1286,0.9585
1287,0.826
1288,0.9785
1289,0.6615
1290,0.9985
1291,0.998
1292,0.992
1293,0.9865
1294,0.946
1295,0.999
1296,0.948
1297,1.0
1298,0.9675
1299,0.9985
1300,0.9755
1301,0.9965
1302,0.968
1303,0.9925
1304,0.987
1305,0.984
1306,0.9865
1307,0.999
1308,0.9925
1309,0.9965
1310,0.9905
1311,0.98
1312,0.991
1313,0.3435
1314,0.996
1315,0.9955
1316,1.0
1317,0.9285
1318,0.995
1319,1.0
1320,0.3135
1321,0.997
1322,0.9965
1323,0.9995
1324,0.9995
1325,0.983
1326,0.9985
1327,0.9675
1328,0.9895
1329,0.969
1330,0.997
1331,0.998
1332,0.991
1333,0.717
1334,0.9685
1335,0.8885
1336,0.9945
1337,1.0
1338,0.995
1339,0.823
1340,0.9865
1341,0.9385
1342,0.999
1343,0.986
1344,0.9985
1345,0.9995
1346,0.9945
1347,0.999
1348,0.9705
1349,0.9755
1350,0.9995
1351,0.8875
1352,0.9925
1353,0.9085
1354,0.994
1355,0.9965
1356,0.996
1357,0.997
1358,0.9705
1359,0.1955
1360,0.962
1361,0.9995
1362,0.9865
1363,0.995
1364,0.865
1365,0.9005
1366,0.9985
1367,0.9985
1368,1.0
1369,1.0
1370,0.8875
1371,1.0
1372,0.7115
1373,0.714
1374,0.9965
1375,0.9995
1376,0.9945
1377,0.925
1378,0.9945
1379,0.9475
1380,0.9975
1381,1.0
1382,0.987
1383,0.999
1384,1.0
1385,0.9925
1386,0.9965
1387,0.989
1388,0.9765
1389,0.9995
1390,1.0
1391,0.368
1392,0.9995
1393,0.872
1394,0.991
1395,0.8185
1396,0.9925
1397,0.9995
1398,0.989
1399,0.961
1400,0.9955
1401,0.9985
1402,0.99
1403,0.9685
1404,0.944
1405,0.9795
1406,0.9995
1407,0.989
1408,0.9995
1409,0.5295
1410,0.9825
1411,0.9945
1412,0.982
1413,0.376
1414,0.19
1415,0.995
1416,0.9975
1417,0.8315
1418,0.9885
1419,0.998
1420,0.997
1421,1.0
1422,0.9925
1423,0.997
1424,0.9985
1425,0.982
1426,1.0
1427,1.0
1428,0.949
1429,0.351
1430,0.9855
1431,0.997
1432,0.996
1433,0.099
1434,0.829
1435,0.995
1436,0.9995
1437,0.9955
1438,0.996
1439,0.96
1440,0.965
1441,0.8475
1442,0.9995
1443,0.9905
1444,0.998
1445,0.9985
1446,0.985
1447,0.977
1448,0.9385
1449,0.999
1450,0.8565
1451,0.981
1452,0.9955
1453,0.994
1454,0.9705
1455,0.9995
1456,0.944
1457,0.9925
1458,0.9965
1459,0.9915
1460,0.9955
1461,0.9995
1462,0.221
1463,0.9995
1464,0.409
1465,0.9995
1466,0.9985
1467,0.97
1468,0.9945
1469,0.991
1470,0.994
1471,1.0
1472,0.928
1473,0.9415
1474,0.9965
1475,0.998
1476,0.999
1477,0.9925
1478,0.9995
1479,0.9845
1480,0.9215
1481,1.0
1482,0.8585
1483,0.9925
1484,0.9135
1485,0.9985
1486,0.9955
1487,0.991
1488,0.954
1489,0.9935
1490,0.9085
1491,0.9995
1492,0.9975
1493,0.9675
1494,0.8175
1495,0.9965
1496,0.9685
1497,0.996
1498,0.9915
1499,0.97
1500,0.991
1501,0.997
1502,0.9735
1503,0.99
1504,0.98
1505,0.931
1506,0.93
1507,0.997
1508,0.996
1509,0.997
1510,0.997
1511,0.9995
1512,0.9935
1513,0.9905
1514,0.9685
1515,0.9845
1516,0.879
1517,0.796
1518,0.9515
1519,0.9995
1520,0.987
1521,0.9995
1522,0.9265
1523,0.9945
1524,0.8045
1525,0.998
1526,0.9975
1527,0.992
1528,0.9975
1529,0.9905
1530,1.0
1531,0.9925
1532,0.972
1533,0.9985
1534,0.9965
1535,0.998
1536,0.9935
1537,0.999
1538,0.998
1539,0.99
1540,1.0
1541,0.9985
1542,0.992
1543,0.972
1544,0.932
1545,0.999
1546,0.9925
1547,0.975
1548,0.9965
1549,0.999
1550,0.996
1551,0.955
1552,0.999
1553,0.996
1554,1.0
1555,0.9835
1556,0.9995
1557,0.983
1558,0.998
1559,0.9805
1560,0.9975
1561,0.9995
1562,0.9665
1563,0.767
1564,0.985
1565,0.988
1566,0.9705
1567,1.0
1568,0.993
1569,0.9905
1570,0.696
1571,0.8105
1572,0.9975
1573,0.3675
1574,1.0
1575,0.9345
1576,0.9875
1577,0.9505
1578,0.9975
1579,1.0
1580,0.5395
1581,0.981
1582,0.9855
1583,0.995
1584,0.9985
1585,0.9875
1586,0.9995
1587,0.9855
1588,0.9855
1589,1.0
1590,0.999
1591,0.95
1592,0.9955
1593,0.929
1594,0.9275
1595,0.116
1596,0.992
1597,0.9925
1598,0.996
1599,0.3265
1600,0.993
1601,0.9975
1602,0.9975
1603,0.981
1604,0.996
1605,0.998
1606,0.956
1607,0.965
1608,0.8765
1609,0.984
1610,0.974
1611,0.999
1612,0.9975
1613,0.9985
1614,0.997
1615,1.0
1616,0.997
1617,0.342
1618,0.9975
1619,0.9995
1620,0.7785
1621,0.642
1622,0.9225
1623,0.945
1624,0.997
1625,0.9935
1626,0.9985
1627,0.622
1628,0.9725
1629,0.891
1630,0.9885
1631,1.0
1632,0.984
1633,0.9485
1634,0.9975
1635,0.971
1636,0.9875
1637,0.997
1638,0.998
1639,0.9965
1640,0.9825
1641,0.997
1642,0.9915
1643,1.0
1644,0.996
1645,0.885
1646,0.998
1647,0.9745
1648,1.0
1649,0.9515
1650,0.9985
1651,0.9305
1652,0.999
1653,0.9915
1654,1.0
1655,0.9985
1656,0.989
1657,0.988
1658,0.968
1659,0.8725
1660,1.0
1661,0.998
1662,1.0
1663,0.998
1664,0.9805
1665,0.9955
1666,0.9995
1667,0.8315
1668,1.0
1669,0.9955
1670,0.998
1671,0.8535
1672,0.9905
1673,0.9635
1674,0.9995
1675,0.398
1676,0.0685
1677,0.9565
1678,0.9995
1679,0.997
1680,0.996
1681,0.9165
1682,0.9995
1683,0.992
1684,0.8675
1685,0.9615
1686,0.9975
1687,0.9735
1688,0.9945
1689,0.9985
1690,0.9995
1691,0.998
1692,1.0
1693,0.9995
1694,0.583
1695,0.995
1696,0.993
1697,0.994
1698,0.9495
1699,0.9985
1700,1.0
1701,0.99
1702,1.0
1703,0.999
1704,0.9995
1705,0.995
1706,0.984
1707,0.9965
1708,0.9865
1709,0.9995
1710,0.999
1711,0.955
1712,0.998
1713,0.719
1714,0.985
1715,0.9035
1716,0.995
1717,0.977
1718,0.0335
1719,0.991
1720,1.0
1721,0.999
1722,0.9005
1723,0.995
1724,0.9955
1725,0.99
1726,0.997
1727,0.9945
1728,0.997
1729,0.987
1730,0.983
1731,0.991
1732,0.9995
1733,0.998
1734,0.988
1735,0.9955
1736,0.926
1737,0.969
1738,0.998
1739,0.9995
1740,0.999
1741,0.9755
1742,0.9945
1743,0.935
1744,0.966
1745,0.996
1746,1.0
1747,0.9975
1748,0.988
1749,0.9985
1750,0.9975
1751,0.988
1752,0.9915
1753,1.0
1754,0.999
1755,0.9675
1756,0.995
1757,0.979
1758,0.995
1759,0.9935
1760,0.985
1761,0.54
1762,0.9765
1763,0.9995
1764,0.9635
1765,0.991
1766,0.9915
1767,0.9905
1768,0.156
1769,0.9555
1770,0.976
1771,0.9995
1772,0.9995
1773,0.9925
1774,0.9515
1775,0.998
1776,0.9335
1777,0.93
1778,0.5045
1779,1.0
1780,0.9125
1781,0.9475
1782,0.832
1783,0.9985
1784,0.957
1785,0.999
1786,0.9935
1787,0.9775
1788,0.991
1789,0.9715
1790,0.9985
1791,0.879
1792,1.0
1793,0.9965
1794,0.865
1795,0.9975
1796,0.9495
1797,0.8565
1798,0.9995
1799,0.999
1800,0.982
1801,0.994
1802,0.9995
1803,0.992
1804,1.0
1805,0.886
1806,0.998
1807,0.997
1808,0.999
1809,0.9995
1810,0.9925
1811,0.9925
1812,0.9995
1813,0.5805
1814,0.9885
1815,0.994
1816,0.996
1817,0.994
1818,1.0
1819,0.993
1820,0.997
1821,0.9935
1822,0.997
1823,0.962
1824,0.366
1825,0.9995
1826,0.99
1827,0.998
1828,0.994
1829,0.995
1830,0.937
1831,0.994
1832,1.0
1833,0.9835
1834,0.98
1835,0.99
1836,0.985
1837,0.996
1838,0.9925
1839,0.9805
1840,0.9835
1841,0.9995
1842,0.9955
1843,0.998
1844,0.9995
1845,0.9995
1846,0.922
1847,0.997
1848,0.993
1849,1.0
1850,0.9785
1851,0.9235
1852,0.9825
1853,0.607
1854,0.9835
1855,0.999
1856,0.9985
1857,0.995
1858,0.66
1859,0.994
1860,0.5195
1861,0.975
1862,0.9975
1863,0.974
1864,0.9825
1865,0.9975
1866,0.9995
1867,0.9845
1868,0.9865
1869,0.967
1870,0.963
1871,0.9965
1872,0.9885
1873,0.354
1874,0.9865
1875,0.4875
1876,0.9995
1877,0.9675
1878,0.48
1879,0.998
1880,0.995
1881,0.994
1882,0.955
1883,0.995
1884,0.1335
1885,0.981
1886,0.968
1887,0.928
1888,0.9935
1889,0.996
1890,1.0
1891,0.9645
1892,0.996
1893,0.9965
1894,1.0
1895,0.939
1896,0.9995
1897,0.954
1898,0.994
1899,0.9405
1900,0.999
1901,0.406
1902,0.9965
1903,0.9855
1904,0.997
1905,0.981
1906,0.993
1907,0.9955
1908,0.9705
1909,0.988
1910,0.993
1911,0.995
1912,0.9995
1913,0.9685
1914,0.995
1915,0.9835
1916,0.9525
1917,0.993
1918,0.99
1919,0.948
1920,0.84
1921,0.959
1922,0.998
1923,0.998
1924,0.739
1925,0.9995
1926,0.9765
1927,0.985
1928,1.0
1929,1.0
1930,0.993
1931,0.867
1932,0.9345
1933,0.997
1934,0.9675
1935,0.993
1936,0.9315
1937,0.9855
1938,0.999
1939,0.9945
1940,0.975
1941,0.996
1942,1.0
1943,0.9965
1944,0.9595
1945,0.9925
1946,0.997
1947,0.992
1948,0.997
1949,0.9905
1950,0.993
1951,0.986
1952,0.983
1953,0.991
1954,0.9815
1955,1.0
1956,0.965
1957,0.698
1958,0.9855
1959,0.986
1960,0.99
1961,0.976
1962,0.992
1963,0.9685
1964,0.976
1965,0.9925
1966,0.9715
1967,0.9985
1968,0.3215
1969,0.854
1970,0.993
1971,0.638
1972,0.994
1973,0.998
1974,0.988
1975,0.9885
1976,0.9695
1977,0.963
1978,0.9985
1979,0.981
1980,0.992
1981,0.98
1982,0.9995
1983,0.8475
1984,0.9985
1985,0.9595
1986,0.996
1987,0.932
1988,0.9965
1989,0.984
1990,0.914
1991,0.8445
1992,0.9995
1993,1.0
1994,0.9885
1995,0.999
1996,0.9975
1997,0.9995
1998,0.982
1999,0.9705
2000,0.987
2001,0.9785
2002,0.976
2003,0.962
2004,0.9925
